currency,horizon,model,window_idx,news_grounding_rate,explanation_len,coherence_score,factor_types,n_factors_cited,confidence_score
USDTWD,1,qwen2.5-7b,12,0.2,38,0.478,"[""risk_sentiment"", ""economic_growth""]",2,0.7
USDTWD,1,qwen2.5-7b,13,0.2,38,0.478,"[""risk_sentiment"", ""economic_growth""]",2,0.7
USDTWD,1,qwen2.5-7b,14,0.2,37,0.472,"[""risk_sentiment"", ""economic_growth""]",2,0.7
USDTWD,1,qwen2.5-7b,15,0.2,36,0.566,"[""trade_balance"", ""risk_sentiment"", ""economic_growth""]",3,0.7
USDTWD,1,qwen2.5-7b,16,0.2,31,0.386,"[""trade_balance"", ""market_technical""]",2,0.7
USDTWD,1,qwen2.5-7b,17,0.2,38,0.578,"[""trade_balance"", ""risk_sentiment"", ""economic_growth""]",3,0.7
USDTWD,1,qwen2.5-7b,18,0.2,38,0.478,"[""risk_sentiment"", ""economic_growth""]",2,0.7
USDTWD,1,qwen2.5-7b,19,0.2,33,0.398,"[""risk_sentiment""]",1,0.7
USDTWD,1,mistral-7b,0,0.2,28,0.318,"[""risk_sentiment""]",1,0.7
USDTWD,1,mistral-7b,1,0.2,29,0.374,"[""risk_sentiment"", ""market_technical""]",2,0.65
USDTWD,1,mistral-7b,2,0.2,29,0.324,"[""risk_sentiment""]",1,0.65
USDTWD,1,mistral-7b,3,0.2,27,0.312,"[""risk_sentiment""]",1,0.65
USDTWD,1,mistral-7b,4,0.2,41,0.346,[],0,0.65
USDTWD,1,mistral-7b,5,0.2,26,0.306,"[""risk_sentiment""]",1,0.7
USDTWD,1,mistral-7b,6,0.2,30,0.28,[],0,0.75
USDTWD,1,mistral-7b,7,0.2,44,0.464,"[""risk_sentiment"", ""economic_growth""]",2,0.7
USDTWD,1,mistral-7b,8,0.2,41,0.446,"[""risk_sentiment"", ""economic_growth""]",2,0.7
USDTWD,1,mistral-7b,9,0.2,34,0.354,"[""risk_sentiment""]",1,0.7
USDTWD,1,mistral-7b,10,0.2,29,0.324,"[""risk_sentiment""]",1,0.75
USDTWD,1,mistral-7b,11,0.2,29,0.324,"[""risk_sentiment""]",1,0.7
USDTWD,1,mistral-7b,12,0.2,33,0.298,[],0,0.7
USDTWD,1,mistral-7b,13,0.2,29,0.324,"[""risk_sentiment""]",1,0.75
USDTWD,1,mistral-7b,14,0.2,30,0.38,"[""risk_sentiment"", ""market_technical""]",2,0.65
USDTWD,1,mistral-7b,15,0.2,29,0.374,"[""risk_sentiment"", ""market_technical""]",2,0.7
USDTWD,1,mistral-7b,16,0.2,32,0.292,[],0,0.7
USDTWD,1,mistral-7b,17,0.2,30,0.38,"[""risk_sentiment"", ""market_technical""]",2,0.7
USDTWD,1,mistral-7b,18,0.2,31,0.286,[],0,0.65
USDTWD,1,mistral-7b,19,0.2,31,0.336,"[""risk_sentiment""]",1,0.7
