currency,horizon,model,window_idx,news_grounding_rate,explanation_len,coherence_score,factor_types,n_factors_cited,confidence_score
USDSGD,10,llama3-8b,17,0.7,61,0.65,"[""monetary_policy"", ""inflation"", ""risk_sentiment""]",3,0.5
USDSGD,10,llama3-8b,18,0.7,59,0.65,"[""monetary_policy"", ""inflation"", ""risk_sentiment""]",3,0.5
USDSGD,10,llama3-8b,19,0.7,62,0.65,"[""monetary_policy"", ""inflation"", ""risk_sentiment"", ""market_technical""]",4,0.5
USDSGD,10,qwen2.5-7b,0,0.2,33,0.448,"[""monetary_policy"", ""risk_sentiment"", ""economic_growth""]",3,0.7
USDSGD,10,qwen2.5-7b,1,0.2,34,0.504,"[""monetary_policy"", ""inflation"", ""risk_sentiment"", ""economic_growth""]",4,0.7
USDSGD,10,qwen2.5-7b,2,0.2,34,0.504,"[""monetary_policy"", ""inflation"", ""risk_sentiment"", ""economic_growth""]",4,0.7
USDSGD,10,qwen2.5-7b,3,0.2,34,0.454,"[""monetary_policy"", ""economic_growth""]",2,0.7
USDSGD,10,qwen2.5-7b,4,0.2,34,0.454,"[""monetary_policy"", ""economic_growth""]",2,0.7
USDSGD,10,qwen2.5-7b,5,0.2,41,0.496,"[""monetary_policy"", ""inflation"", ""risk_sentiment""]",3,0.7
USDSGD,10,qwen2.5-7b,6,0.2,44,0.614,"[""monetary_policy"", ""inflation"", ""risk_sentiment""]",3,0.7
USDSGD,10,qwen2.5-7b,7,0.2,36,0.566,"[""monetary_policy"", ""inflation"", ""economic_growth"", ""market_technical""]",4,0.7
USDSGD,10,qwen2.5-7b,8,0.2,29,0.524,"[""monetary_policy"", ""inflation"", ""risk_sentiment"", ""economic_growth""]",4,0.7
USDSGD,10,qwen2.5-7b,9,0.2,47,0.582,"[""monetary_policy"", ""inflation"", ""risk_sentiment""]",3,0.7
USDSGD,10,qwen2.5-7b,10,0.2,39,0.634,"[""monetary_policy"", ""inflation"", ""risk_sentiment"", ""economic_growth"", ""market_technical""]",5,0.7
USDSGD,10,qwen2.5-7b,11,0.2,35,0.61,"[""monetary_policy"", ""inflation"", ""risk_sentiment"", ""economic_growth"", ""market_technical""]",5,0.7
USDSGD,10,qwen2.5-7b,12,0.2,34,0.454,"[""monetary_policy"", ""economic_growth""]",2,0.7
USDSGD,10,qwen2.5-7b,13,0.2,62,0.65,"[""monetary_policy"", ""inflation"", ""risk_sentiment"", ""market_technical""]",4,0.7
USDSGD,10,qwen2.5-7b,14,0.2,40,0.64,"[""monetary_policy"", ""inflation"", ""risk_sentiment"", ""economic_growth"", ""market_technical""]",5,0.7
USDSGD,10,qwen2.5-7b,15,0.2,35,0.51,"[""monetary_policy"", ""inflation"", ""risk_sentiment"", ""economic_growth""]",4,0.7
USDSGD,10,qwen2.5-7b,16,0.2,37,0.422,"[""inflation"", ""economic_growth""]",2,0.7
USDSGD,10,qwen2.5-7b,17,0.2,34,0.554,"[""monetary_policy"", ""risk_sentiment"", ""economic_growth"", ""market_technical""]",4,0.7
USDSGD,10,qwen2.5-7b,18,0.2,34,0.454,"[""monetary_policy"", ""economic_growth""]",2,0.7
USDSGD,10,qwen2.5-7b,19,0.2,43,0.508,"[""monetary_policy"", ""inflation"", ""economic_growth""]",3,0.7
USDSGD,10,mistral-7b,0,0.2,41,0.496,"[""monetary_policy"", ""risk_sentiment"", ""market_technical""]",3,0.7
USDSGD,10,mistral-7b,1,0.2,43,0.508,"[""monetary_policy"", ""risk_sentiment"", ""market_technical""]",3,0.7
USDSGD,10,mistral-7b,2,0.2,42,0.502,"[""monetary_policy"", ""risk_sentiment"", ""market_technical""]",3,0.7
USDSGD,10,mistral-7b,3,0.2,55,0.5,"[""monetary_policy"", ""economic_growth""]",2,0.7
USDSGD,10,mistral-7b,4,0.2,43,0.508,"[""monetary_policy"", ""risk_sentiment"", ""market_technical""]",3,0.7
USDSGD,10,mistral-7b,5,0.2,46,0.526,"[""monetary_policy"", ""risk_sentiment"", ""market_technical""]",3,0.7
USDSGD,10,mistral-7b,6,0.2,47,0.532,"[""monetary_policy"", ""risk_sentiment"", ""market_technical""]",3,0.7
USDSGD,10,mistral-7b,7,0.2,43,0.608,"[""monetary_policy"", ""risk_sentiment""]",2,0.7
USDSGD,10,mistral-7b,8,0.2,56,0.6,"[""monetary_policy"", ""risk_sentiment"", ""market_technical""]",3,0.7
USDSGD,10,mistral-7b,9,0.2,45,0.52,"[""monetary_policy"", ""risk_sentiment"", ""market_technical""]",3,0.7
USDSGD,10,mistral-7b,10,0.2,58,0.7,"[""monetary_policy"", ""inflation"", ""risk_sentiment"", ""economic_growth""]",4,0.7
USDSGD,10,mistral-7b,11,0.2,43,0.508,"[""monetary_policy"", ""risk_sentiment"", ""market_technical""]",3,0.7
USDSGD,10,mistral-7b,12,0.2,46,0.576,"[""monetary_policy"", ""risk_sentiment""]",2,0.7
USDSGD,10,mistral-7b,13,0.2,50,0.55,"[""monetary_policy"", ""risk_sentiment"", ""market_technical""]",3,0.7
USDSGD,10,mistral-7b,14,0.2,43,0.558,"[""monetary_policy"", ""risk_sentiment""]",2,0.7
USDSGD,10,mistral-7b,15,0.2,44,0.514,"[""monetary_policy"", ""risk_sentiment"", ""market_technical""]",3,0.7
USDSGD,10,mistral-7b,16,0.2,43,0.458,"[""monetary_policy"", ""market_technical""]",2,0.7
USDSGD,10,mistral-7b,17,0.2,43,0.508,"[""monetary_policy"", ""risk_sentiment"", ""market_technical""]",3,0.7
USDSGD,10,mistral-7b,18,0.2,44,0.564,"[""monetary_policy"", ""risk_sentiment""]",2,0.7
USDSGD,10,mistral-7b,19,0.2,41,0.546,"[""monetary_policy"", ""risk_sentiment""]",2,0.7
